Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;SJH;SJD;SJA;VCH;VCD;VCA;BSH;BSD;BSA;Bb1X2;BbMxH;BbAvH;BbMxD;BbAvD;BbMxA;BbAvA;BbOU;BbMx>2.5;BbAv>2.5;BbMx<2.5;BbAv<2.5;BbAH;BbAHh;BbMxAHH;BbAvAHH;BbMxAHA;BbAvAHA
E0;15.08.2009;Aston Villa;Wigan;0;2;A;0;1;A;11;14;5;7;15;14;4;6;2;2;0;0;Oca.67;03.Haz;05.May;Oca.65;03.Nis;5;Oca.67;03.May;May.25;01.Tem;03.May;04.Eyl;Oca.67;03.Mar;04.May;Oca.65;03.Nis;5;01.Tem;03.Nis;05.May;Oca.67;03.Haz;05.May;01.Tem;03.Nis;5;Oca.62;03.May;05.May;37;Oca.72;Oca.66;Mar.77;Mar.51;06.May;May.33;32;02.Nis;Oca.92;Oca.91;Oca.81;21;0;Oca.28;Oca.22;04.Nis;Mar.99
E0;15.08.2009;Blackburn;Man City;0;2;A;0;1;A;17;8;9;5;12;9;5;4;2;1;0;0;03.Haz;Mar.25;02.Oca;03.Nis;Mar.15;2;03.Nis;Mar.25;02.Oca;03.Þub;03.Þub;02.Þub;3;03.Þub;02.Oca;Mar.15;Mar.25;02.Oca;03.May;03.Þub;Þub.15;03.Mar;Mar.25;02.Þub;Mar.25;03.Þub;02.Þub;03.Mar;03.Þub;02.Þub;38;Mar.78;Mar.37;Mar.35;Mar.24;Þub.25;02.Ara;33;Þub.15;02.Nis;Oca.78;Oca.71;24;0;Þub.58;Þub.38;01.Haz;Oca.54
E0;15.08.2009;Bolton;Sunderland;0;1;A;0;1;A;11;20;3;13;16;10;4;7;2;1;0;0;Þub.25;Mar.25;Mar.25;Þub.15;Mar.15;Mar.15;Þub.25;Mar.25;03.Oca;02.Þub;03.Þub;03.Þub;02.Oca;03.Þub;3;Þub.25;03.Þub;02.Eyl;02.Mar;03.Þub;03.Þub;02.Mar;Mar.25;03.Oca;Þub.25;03.Þub;03.Oca;02.Þub;03.Þub;03.Mar;38;Þub.37;Þub.24;Mar.31;03.Þub;03.Nis;Mar.15;33;Þub.25;02.Ara;01.Tem;Oca.66;23;0;Oca.68;Oca.61;Þub.33;Þub.23
E0;15.08.2009;Chelsea;Hull;2;1;H;1;1;D;26;7;12;3;13;15;12;4;1;2;0;0;Oca.17;06.May;21;Oca.17;6;13;01.Þub;6;15;01.Þub;05.May;14;Oca.17;05.May;12;Oca.17;May.75;15;Oca.17;06.May;21;Oca.18;06.May;17;Oca.17;6;17;01.Þub;05.May;19;38;01.Þub;Oca.17;Tem.71;Haz.26;23.14;16.39;34;Oca.67;Oca.58;Þub.44;Þub.26;22;0;01.Mar;01.Þub;17.May;Ara.96
E0;15.08.2009;Everton;Arsenal;1;6;A;0;3;A;8;15;5;9;11;13;4;9;0;0;0;0;03.Þub;Mar.25;02.Mar;Þub.95;Mar.15;Þub.25;3;Mar.25;02.Mar;03.Oca;03.Oca;02.Mar;Þub.88;3;Þub.25;3;03.Þub;02.Þub;03.Þub;03.Þub;02.Mar;Mar.25;Mar.25;Þub.25;02.Eyl;03.Mar;02.Mar;Mar.25;03.Þub;02.Þub;38;Mar.34;03.Tem;Mar.34;Mar.21;Þub.42;Þub.28;34;02.Þub;02.Haz;Oca.77;01.Tem;24;0;Þub.27;02.Þub;Oca.73;Oca.63
E0;15.08.2009;Portsmouth;Fulham;0;1;A;0;1;A;16;9;4;3;11;18;6;4;3;2;0;0;Þub.63;03.Þub;Þub.75;02.Mar;Mar.15;Þub.85;02.Haz;Mar.25;02.Haz;02.May;03.Þub;02.Tem;Þub.38;03.Þub;02.Haz;02.Nis;03.Þub;02.Tem;Þub.75;03.Þub;02.Haz;Þub.63;03.Þub;02.Tem;Þub.62;03.Þub;Þub.62;02.May;03.Þub;Þub.75;38;Þub.81;Þub.53;Mar.25;Mar.18;02.Eyl;Þub.73;33;Þub.28;02.Ara;01.Tem;Oca.65;23;0;Oca.98;Oca.83;02.May;Oca.95
E0;15.08.2009;Stoke;Burnley;2;0;H;2;0;H;12;9;5;5;15;10;3;6;2;2;0;0;Oca.91;03.Mar;Nis.33;Oca.85;03.Þub;4;01.Eyl;03.Mar;4;01.Eyl;03.Mar;03.Eyl;Oca.91;03.Þub;03.May;01.Eyl;Mar.25;Mar.75;2;03.Þub;4;Oca.91;Mar.25;Nis.33;01.Eyl;Mar.25;4;Oca.91;03.Mar;4;38;2;Oca.91;Mar.47;Mar.29;Nis.36;04.Þub;33;Þub.25;02.Oca;Oca.71;Oca.67;22;0;Oca.45;Oca.39;03.May;Þub.85
E0;15.08.2009;Wolves;West Ham;0;2;A;0;1;A;19;16;11;13;9;5;8;6;0;0;0;0;Þub.63;03.Mar;02.Tem;Þub.55;Mar.15;Þub.55;02.May;03.Þub;Þub.75;Þub.55;03.Mar;Þub.55;Þub.38;03.Þub;02.Haz;02.May;03.Þub;02.Haz;Þub.62;03.Þub;02.Tem;02.Haz;03.Þub;Þub.75;02.May;Mar.25;Þub.62;02.May;Mar.25;02.Tem;38;Þub.78;Þub.57;03.Mar;Mar.19;Þub.87;Þub.68;33;Þub.16;02.Mar;01.Aðu;Oca.72;22;0;Oca.95;Oca.85;2;Oca.92
E0;16.08.2009;Man United;Birmingham;1;0;H;1;0;H;26;6;17;4;13;7;13;2;1;1;0;0;01.Þub;6;17;01.Þub;05.May;12;01.Þub;6;15;01.Þub;05.Tem;12;Oca.17;05.May;12;Oca.18;05.May;13;01.Þub;05.May;19;01.Þub;6;17;Oca.17;6;17;01.Þub;05.May;19;38;Oca.23;Oca.19;Haz.62;May.91;21;14.99;33;Oca.69;Oca.62;Þub.35;Þub.18;20;0;01.Nis;01.Þub;15;Kas.42
E0;16.08.2009;Tottenham;Liverpool;2;1;H;1;0;H;17;6;11;3;14;16;6;5;3;3;0;0;03.Þub;Mar.25;02.Mar;Mar.25;Mar.15;02.Oca;03.Oca;03.Þub;Þub.25;03.Oca;03.Oca;02.Mar;3;03.Þub;02.Oca;3;03.Þub;02.Þub;03.Þub;03.Þub;02.Mar;3;Mar.25;02.Þub;3;Mar.25;Þub.25;03.Þub;03.Þub;02.Þub;36;Mar.31;Mar.13;03.Nis;Mar.22;Þub.39;Þub.23;31;02.Tem;Oca.95;Oca.85;Oca.79;21;0;Þub.38;Þub.24;Oca.73;Oca.61
E0;18.08.2009;Sunderland;Chelsea;1;3;A;1;0;H;4;20;3;9;14;10;1;14;2;2;0;0;06.May;4;Oca.53;06.May;Mar.85;Oca.45;7;Mar.75;01.May;06.Tem;03.Aðu;01.May;06.May;03.Haz;Oca.57;6;Mar.75;01.May;07.May;03.Aðu;01.May;7;Mar.75;Oca.53;06.May;03.May;Oca.57;7;03.May;Oca.53;36;Tem.95;Haz.88;Nis.19;03.Aðu;Oca.57;Oca.51;32;02.Aðu;Oca.95;Oca.88;Oca.81;23;0;05.May;Nis.94;Oca.18;Oca.15
E0;18.08.2009;Wigan;Wolves;0;1;A;0;1;A;18;9;5;3;8;21;4;4;0;3;0;0;Oca.73;03.Haz;May.25;Oca.65;03.Nis;5;01.Tem;03.Nis;May.25;Oca.75;03.May;04.Haz;Oca.73;03.May;5;01.Tem;03.Haz;04.Þub;01.Aðu;Mar.25;5;Oca.73;03.May;5;Oca.67;03.May;5;Oca.73;03.Nis;5;37;Oca.75;Oca.69;Mar.82;Mar.51;06.Haz;05.Þub;32;Þub.26;02.Ara;Oca.76;Oca.68;23;0;Oca.28;Oca.25;04.Tem;Mar.67
E0;19.08.2009;Birmingham;Portsmouth;1;0;H;0;0;D;9;9;5;4;11;20;4;5;0;5;0;0;2;03.Mar;4;01.Eyl;Mar.25;Mar.75;2;03.Mar;03.Haz;Þub.15;Mar.25;Mar.25;02.Oca;03.Mar;03.May;2;Mar.25;03.Nis;02.May;Mar.25;Mar.75;2;03.Nis;Mar.75;2;Mar.25;03.May;02.Oca;03.Þub;03.May;37;02.Oca;02.Nis;Mar.43;Mar.27;Nis.16;Mar.64;31;Þub.39;Þub.21;Oca.67;Oca.62;22;0;Oca.53;Oca.48;3;Þub.51
E0;19.08.2009;Burnley;Man United;1;0;H;1;0;H;8;18;2;9;8;12;1;12;2;1;0;0;09.May;5;Oca.33;9;04.May;01.Mar;10;Nis.75;01.Mar;08.May;04.May;Oca.35;12;5;Oca.29;9;Nis.75;Oca.28;11;04.May;Oca.33;11;5;01.Mar;09.May;04.May;Oca.33;9;Nis.75;Oca.33;37;12;Eyl.79;05.Ara;Nis.78;Oca.37;Oca.32;31;Oca.91;Oca.77;02.Oca;Oca.98;22;0;10;Tem.79;01.Aðu;01.Haz
E0;19.08.2009;Hull;Tottenham;1;5;A;1;3;A;9;18;7;12;23;13;6;5;3;2;0;0;Mar.75;03.May;2;Mar.65;03.Mar;01.Eyl;Mar.75;Mar.33;Oca.95;03.Haz;03.Mar;2;4;03.Þub;2;03.Nis;Mar.25;2;4;03.Þub;2;Mar.75;03.Nis;2;03.Nis;Mar.25;2;Mar.75;Mar.25;2;37;Nis.24;03.Aðu;03.Haz;Mar.35;2;Oca.96;31;02.Nis;Oca.94;Oca.89;Oca.81;22;0;3;Þub.68;Oca.45;Oca.42
E0;19.08.2009;Liverpool;Stoke;4;0;H;2;0;H;18;6;13;3;10;9;11;5;0;1;0;0;Oca.25;05.May;13;01.Þub;May.25;13;Oca.25;05.May;11;Oca.22;05.Mar;13;01.Mar;04.May;13;Oca.22;May.25;11;Oca.25;5;15;Oca.25;05.May;12;Oca.29;04.May;11;Oca.25;05.May;11;37;01.Mar;Oca.25;6;May.25;17.Mar;Ara.84;31;Oca.82;Oca.74;Þub.21;02.Þub;22;0;01.Haz;01.Nis;11;Eyl.32
E0;22.08.2009;Arsenal;Portsmouth;4;1;H;2;1;H;19;9;16;4;9;10;8;4;1;0;0;0;Oca.17;7;19;Oca.15;6;15;01.Þub;May.75;14;01.Þub;05.May;14;01.Þub;6;15;Oca.17;6;13;Oca.17;06.May;19;Oca.18;06.May;15;Oca.17;06.May;15;Oca.17;7;17;38;01.Þub;Oca.18;07.May;Haz.41;24.May;15.98;30;Oca.68;Oca.62;Þub.41;Þub.21;21;0;01.Mar;01.Þub;15.71;12
E0;22.08.2009;Birmingham;Stoke;0;0;D;0;0;D;8;13;6;3;8;13;3;3;0;3;0;0;02.Mar;03.Þub;Mar.25;02.Oca;03.Þub;03.Þub;Þub.25;Mar.25;03.Oca;02.Þub;03.Þub;03.Þub;Þub.25;Mar.25;Mar.25;Þub.15;03.Þub;03.Oca;02.Mar;03.Þub;03.Þub;Þub.38;Mar.25;3;02.Oca;Mar.25;03.Nis;02.Mar;03.Þub;03.Þub;38;Þub.38;Þub.23;Mar.32;Mar.21;Mar.66;Mar.24;30;02.Nis;Þub.23;Oca.68;Oca.62;21;0;Oca.65;Oca.59;Þub.48;Þub.29
E0;22.08.2009;Hull;Bolton;1;0;H;0;0;D;12;20;5;10;19;19;4;12;3;2;0;0;02.Haz;Mar.25;02.Aðu;Þub.35;03.Oca;Þub.85;02.May;03.Þub;Þub.75;02.Mar;Mar.25;Þub.95;02.May;Mar.25;02.Aðu;Þub.35;03.Þub;Þub.75;02.May;03.Þub;Þub.88;Þub.38;Mar.25;3;02.Nis;Mar.25;02.Aðu;02.May;03.Þub;Þub.88;37;Þub.68;Þub.46;03.Nis;Mar.22;3;Þub.84;30;Þub.15;02.Nis;Oca.83;Oca.73;21;0;Oca.88;Oca.75;02.Ara;2
E0;22.08.2009;Man City;Wolves;1;0;H;1;0;H;16;10;11;2;7;11;5;6;0;1;0;0;Oca.33;04.May;12;Oca.25;Nis.85;10.May;Oca.33;04.May;10;Oca.35;04.May;08.May;Oca.33;5;9;Oca.25;5;10;Oca.36;Nis.33;10;Oca.33;04.May;11;Oca.33;04.May;9;Oca.36;04.May;10;38;Oca.37;Oca.32;05.May;Nis.73;Ara.17;Eki.25;29;Oca.77;Oca.68;Þub.25;02.Ara;21;0;01.Eyl;01.Haz;09.May;Tem.65
E0;22.08.2009;Sunderland;Blackburn;2;1;H;1;1;D;8;18;5;5;12;14;0;10;2;1;0;0;02.Oca;Mar.25;Mar.75;2;03.Þub;Mar.45;2;Mar.25;Mar.75;02.Oca;Mar.25;03.Nis;02.Oca;03.Haz;Mar.25;2;Mar.25;03.Nis;02.Oca;03.Þub;03.Haz;2;03.Mar;03.Aðu;2;03.Þub;Mar.75;02.Oca;03.Þub;03.Haz;37;Þub.16;02.Tem;03.Nis;Mar.22;Mar.86;03.Haz;30;Þub.25;02.Aðu;Oca.79;01.Tem;21;0;Oca.54;Oca.48;Þub.76;Þub.54
E0;22.08.2009;Wigan;Man United;0;5;A;0;0;D;16;16;7;13;11;8;3;5;2;2;0;0;06.May;4;Oca.53;6;03.Haz;Oca.52;06.May;Mar.75;Oca.53;05.Haz;03.Haz;01.Haz;7;4;01.May;May.75;03.Aðu;01.May;7;Mar.75;Oca.53;7;4;01.May;7;Mar.75;01.May;06.May;4;Oca.53;38;07.Oca;Haz.48;04.Aðu;Mar.83;01.Haz;Oca.53;30;Þub.14;Oca.97;Oca.86;Oca.79;21;0;05.May;Nis.68;01.Þub;Oca.16
E0;23.08.2009;Burnley;Everton;1;0;H;1;0;H;8;17;4;11;11;13;3;7;1;0;0;0;03.Nis;03.Mar;02.Þub;03.Oca;03.Þub;Þub.15;03.Mar;Mar.25;Þub.15;3;03.Þub;02.Mar;03.Þub;03.Þub;02.Mar;3;03.Þub;02.Þub;03.Þub;03.Mar;Þub.25;Mar.25;03.Mar;02.Þub;3;Mar.25;Þub.25;03.Mar;03.Þub;Þub.25;37;Mar.63;Mar.34;Mar.37;Mar.25;Þub.25;Þub.17;29;Þub.21;02.Mar;Oca.85;Oca.74;19;0;Þub.65;Þub.35;Oca.62;Oca.56
E0;23.08.2009;Fulham;Chelsea;0;2;A;0;1;A;4;12;1;4;11;10;4;7;0;0;0;0;06.May;03.Aðu;Oca.57;Haz.25;03.Haz;01.May;06.May;03.Haz;Oca.55;6;03.Tem;Oca.55;7;Mar.75;Oca.53;05.May;03.May;Oca.57;7;03.May;Oca.57;06.May;Mar.75;Oca.57;06.May;Mar.75;01.May;06.May;03.Haz;Oca.57;37;07.Ara;Haz.35;04.Þub;03.Tem;Oca.62;Oca.56;29;02.Aðu;Oca.95;Oca.93;01.Aðu;19;0;05.May;Nis.51;01.Þub;Oca.17
E0;23.08.2009;West Ham;Tottenham;1;2;A;0;0;D;17;17;8;10;13;11;4;8;2;1;0;0;03.Oca;Mar.25;Þub.38;Þub.85;Mar.25;Þub.25;3;Mar.25;02.Mar;03.May;03.Þub;Þub.25;3;Mar.25;Þub.38;02.Aðu;03.Mar;Þub.25;03.Oca;03.Mar;02.Mar;03.Oca;03.Mar;02.Mar;3;Mar.25;02.Mar;03.Oca;03.Þub;Þub.38;38;Mar.37;03.Mar;Mar.44;Mar.27;Þub.45;Þub.31;29;2;01.Eyl;Oca.96;Oca.85;20;0;Þub.38;Þub.16;Oca.75;Oca.65
E0;24.08.2009;Liverpool;Aston Villa;1;3;A;0;2;A;21;7;12;4;15;11;10;4;3;2;0;0;Oca.44;04.Þub;8;01.Nis;4;Tem.25;Oca.42;4;8;01.Nis;04.Mar;07.May;01.Nis;04.May;8;Oca.45;Mar.75;7;Oca.44;4;8;Oca.44;Nis.33;07.May;01.Nis;4;8;Oca.44;4;8;35;Oca.46;Oca.43;04.Tem;04.Eyl;09.Haz;Tem.87;28;Oca.92;Oca.82;02.Haz;Oca.93;19;0;Oca.13;01.Kas;Haz.63;May.85
E0;29.08.2009;Blackburn;West Ham;0;0;D;0;0;D;19;11;9;5;13;18;5;2;1;3;0;0;02.Þub;03.Mar;03.May;02.Oca;03.Þub;03.Þub;02.Oca;03.Þub;03.May;02.Þub;03.Þub;03.Þub;02.Oca;03.Þub;3;02.Þub;03.Þub;3;02.Þub;03.Þub;03.Nis;02.Þub;Mar.25;03.Mar;02.Þub;03.Þub;03.Þub;02.Þub;03.Þub;03.Þub;37;02.Mar;Þub.18;03.Nis;Mar.23;Mar.72;Mar.31;30;Þub.38;Þub.21;Oca.69;Oca.62;22;0;Oca.65;Oca.57;Þub.56;Þub.32
E0;29.08.2009;Bolton;Liverpool;2;3;A;1;1;D;8;26;5;14;14;7;5;11;3;1;1;0;7;4;Oca.53;6;Mar.75;01.May;6;Mar.75;Oca.55;6;03.Tem;Oca.55;5;03.May;Oca.57;05.May;03.Haz;Oca.55;7;Mar.75;Oca.53;6;03.Aðu;Oca.57;6;03.Haz;Oca.57;5;4;Oca.57;37;07.Oca;Haz.29;Nis.25;Mar.79;Oca.58;Oca.55;30;Oca.98;Oca.88;02.Oca;Oca.87;22;0;05.May;Nis.47;01.Þub;Oca.17
E0;29.08.2009;Chelsea;Burnley;3;0;H;1;0;H;27;3;17;0;7;5;10;1;0;1;0;0;Oca.14;8;21;01.Oca;8;15;Oca.15;7;15;Oca.17;6;15;Oca.14;6;12;01.Ara;7;15;Oca.14;7;21;Oca.14;07.May;19;Oca.14;06.May;17;01.Ara;7;21;37;Oca.17;Oca.14;09.Mar;Tem.28;24;17.87;30;Oca.55;Oca.49;Þub.72;02.May;21;0;01.Oca;01.Oca;15;Ara.74
E0;29.08.2009;Man United;Arsenal;2;1;H;0;1;A;10;9;4;3;21;15;6;5;3;6;0;0;02.Þub;03.Mar;03.May;02.May;03.Mar;03.Þub;02.Oca;Mar.25;03.Nis;2;03.Mar;03.Haz;2;3;03.May;02.Oca;03.Þub;03.Þub;Þub.15;03.Þub;03.May;02.Oca;Mar.25;03.Haz;02.Oca;03.Þub;03.Nis;Þub.15;03.Þub;03.Nis;37;Þub.28;Þub.13;Mar.43;Mar.26;03.Haz;03.Nis;30;Þub.13;02.Nis;Oca.85;Oca.72;22;0;Oca.62;Oca.52;02.May;Þub.42
E0;29.08.2009;Stoke;Sunderland;1;0;H;1;0;H;13;9;7;6;9;8;10;10;0;2;0;0;Þub.38;Mar.25;03.Þub;02.Mar;03.Þub;02.Aðu;02.Mar;Mar.25;3;02.Mar;03.Þub;3;02.Þub;03.Þub;02.Aðu;02.Mar;03.Þub;02.Aðu;Þub.38;03.Oca;03.Oca;Þub.38;Mar.25;3;02.Þub;03.Þub;03.Þub;Þub.38;03.Þub;Þub.88;37;Þub.48;Þub.34;03.Mar;Mar.21;Mar.24;03.Oca;30;02.Nis;Þub.24;Oca.67;01.Haz;22;0;Oca.74;Oca.67;Þub.25;Þub.13
E0;29.08.2009;Tottenham;Birmingham;2;1;H;0;0;D;20;11;14;6;12;10;7;3;2;2;0;0;Oca.36;Nis.75;9;Oca.35;Nis.25;8;Oca.38;04.Haz;07.May;Oca.35;04.May;08.May;Oca.33;4;8;Oca.33;Nis.33;08.May;Oca.33;04.Haz;10;Oca.36;Nis.33;10;Oca.36;Nis.33;9;Oca.33;Nis.33;10;37;01.Nis;Oca.36;05.Oca;Nis.47;11.Þub;09.Aðu;30;Oca.79;Oca.72;Þub.22;02.May;22;0;01.Oca;01.Aðu;07.May;Haz.84
E0;29.08.2009;Wolves;Hull;1;1;D;0;1;A;24;5;17;4;11;15;8;2;0;2;0;0;02.Oca;03.Mar;03.Haz;2;Mar.15;03.May;02.May;Mar.25;03.May;02.Þub;03.Þub;03.Þub;02.Oca;03.Þub;3;02.Oca;03.Þub;03.Þub;02.Oca;Mar.25;03.Haz;02.Oca;Mar.25;03.Haz;2;03.Mar;03.Haz;02.Oca;03.Þub;03.Nis;37;Þub.17;02.Eyl;Mar.48;Mar.26;Mar.76;Mar.48;30;Þub.19;02.Aðu;Oca.79;01.Tem;22;0;Oca.56;Oca.48;Þub.65;02.May
E0;30.08.2009;Aston Villa;Fulham;2;0;H;1;0;H;9;6;4;3;9;9;9;4;1;2;0;0;Oca.73;03.Haz;May.25;Oca.65;03.May;Nis.75;Oca.73;03.May;Nis.75;Oca.77;Mar.45;Nis.45;Oca.73;03.Nis;4;01.Tem;03.Nis;04.May;Oca.73;03.Nis;May.25;Oca.73;03.May;5;01.Tem;03.Nis;5;Oca.73;03.Nis;5;38;01.Aðu;Oca.73;Mar.71;Mar.47;May.54;Nis.91;30;Þub.25;02.Oca;Oca.75;Oca.68;22;0;01.Mar;Oca.27;Mar.85;03.May
E0;30.08.2009;Everton;Wigan;2;1;H;0;0;D;26;12;14;7;11;24;12;5;1;5;0;0;Oca.73;03.Haz;May.25;Oca.65;03.Nis;5;Oca.75;03.May;04.May;01.Tem;03.May;04.Eyl;01.Aðu;03.Þub;4;01.Tem;03.Nis;04.May;Oca.75;03.Mar;May.25;Oca.73;03.May;5;Oca.75;03.Nis;04.May;Oca.73;Mar.25;5;37;01.Aðu;Oca.73;Mar.75;Mar.49;May.45;Nis.87;30;Þub.16;02.Haz;Oca.85;Oca.71;21;0;Oca.33;Oca.28;Mar.85;Mar.45
E0;30.08.2009;Portsmouth;Man City;0;1;A;0;1;A;11;12;6;8;12;7;3;11;2;1;0;0;06.May;03.Aðu;Oca.57;6;03.Tem;01.May;Haz.25;03.Haz;Oca.57;05.Mar;03.May;Oca.65;04.May;03.May;Oca.62;May.75;03.Haz;Oca.53;6;03.Aðu;Oca.57;06.May;Mar.75;Oca.57;05.May;03.Haz;Oca.62;05.May;Mar.75;Oca.57;37;Haz.84;May.99;04.Oca;Mar.67;Oca.65;Oca.58;30;02.Nis;Oca.94;Oca.92;Oca.81;21;0;Nis.65;Nis.29;Oca.21;Oca.18
E0;12.09.2009;Blackburn;Wolves;3;1;H;1;0;H;13;9;10;5;13;16;10;6;1;2;0;0;Oca.83;03.May;04.May;Oca.85;Mar.25;4;Oca.85;03.Nis;04.Oca;Oca.85;03.Nis;4;Oca.83;03.Nis;04.May;01.Aðu;Mar.25;04.Þub;Oca.85;03.Mar;04.May;01.Aðu;03.May;04.May;Oca.85;03.Mar;Nis.33;Oca.83;03.Mar;Nis.75;40;Oca.88;Oca.84;Mar.61;03.Nis;05.Oca;Nis.41;31;Þub.25;Þub.13;Oca.76;Oca.66;21;0;Oca.38;Oca.33;Mar.59;Mar.13
E0;12.09.2009;Liverpool;Burnley;4;0;H;2;0;H;27;6;16;3;8;10;7;5;0;2;0;0;01.Þub;06.May;15;01.Þub;May.55;11;01.Þub;6;13;Oca.22;05.Mar;13;Oca.17;7;15;Oca.13;06.Haz;15;Oca.17;06.May;17;Oca.18;06.May;15;01.Þub;05.May;15;01.Þub;6;17;40;Oca.21;Oca.19;07.Mar;Haz.31;23;15.25;31;Oca.68;01.Haz;Þub.38;Þub.24;19;0;01.Nis;01.Þub;15.28;Kas.71
E0;12.09.2009;Man City;Arsenal;4;2;H;1;0;H;10;19;6;9;13;12;3;12;3;2;0;0;Þub.88;Mar.25;02.May;02.Aðu;03.Þub;02.Mar;02.Aðu;Mar.25;Þub.45;02.Tem;03.Þub;02.May;3;Mar.25;Þub.38;02.Tem;Mar.25;Þub.35;02.Eyl;03.Mar;02.Nis;Þub.75;03.Mar;02.May;02.Eyl;03.Þub;02.Nis;02.Eyl;Mar.25;02.Nis;40;03.May;Þub.83;Mar.41;Mar.25;Þub.61;Þub.47;31;2;Oca.89;Oca.98;Oca.86;23;0;Þub.19;02.Oca;Oca.88;Oca.77
E0;12.09.2009;Portsmouth;Bolton;2;3;A;1;2;A;21;14;11;6;17;17;7;5;2;0;0;0;02.Haz;03.Þub;02.Aðu;02.May;Mar.15;02.Haz;02.May;03.Þub;Þub.75;02.Nis;03.Þub;Þub.85;02.Haz;Mar.25;02.Tem;02.May;03.Þub;02.Haz;02.May;03.Þub;Þub.88;02.May;03.Þub;Þub.88;02.May;03.Þub;02.Tem;02.Nis;Mar.25;02.Eyl;33;Þub.64;Þub.51;03.Mar;03.Þub;03.Þub;Þub.82;27;Þub.33;Þub.19;01.Tem;Oca.63;18;0;Oca.84;Oca.79;Þub.15;02.Oca
E0;12.09.2009;Stoke;Chelsea;1;2;A;1;1;D;4;18;2;10;13;11;4;14;3;3;0;0;9;04.May;01.Nis;Tem.25;4;01.Nis;9;4;01.Nis;07.May;04.Mar;01.Nis;8;04.May;01.Nis;8;04.Þub;Oca.35;9;04.Haz;Oca.36;08.May;Nis.33;01.Nis;08.May;4;01.Nis;08.May;Nis.33;01.Nis;40;09.Eyl;Aðu.52;Nis.84;Nis.33;Oca.42;Oca.39;31;02.Eyl;Oca.94;01.Eyl;Oca.81;20;0;7;Haz.32;01.Ara;01.Oca
E0;12.09.2009;Sunderland;Hull;4;1;H;1;1;D;7;6;4;5;18;15;7;8;2;2;0;0;Oca.75;03.May;5;Oca.75;Mar.25;04.May;Oca.77;03.Mar;Nis.75;01.Aðu;03.Nis;04.Mar;01.Aðu;Mar.25;5;01.Tem;03.Nis;04.May;Oca.75;03.Mar;May.25;01.Aðu;03.May;04.May;01.Aðu;03.Mar;04.May;Oca.75;03.Nis;5;40;Oca.85;Oca.76;Mar.68;Mar.46;05.May;Nis.81;31;02.Þub;02.Aðu;Oca.78;Oca.69;21;0;Oca.33;01.Mar;Mar.75;Mar.34
E0;12.09.2009;Tottenham;Man United;1;3;A;1;2;A;11;17;7;13;16;13;3;9;3;2;0;1;03.Oca;03.Nis;02.Mar;3;03.Þub;02.Þub;03.Oca;03.Þub;Þub.25;3;03.Oca;Þub.35;03.Oca;03.Nis;Þub.25;Þub.85;03.Nis;02.Þub;03.Oca;03.Mar;02.Mar;Mar.25;03.Mar;02.Þub;3;03.Mar;Þub.25;03.Oca;Mar.25;02.Mar;39;Mar.35;Mar.14;Mar.61;Mar.32;Þub.33;Þub.24;31;02.Oca;Oca.91;Oca.94;Oca.84;23;0;Þub.43;Þub.24;Oca.65;01.Haz
E0;12.09.2009;Wigan;West Ham;1;0;H;0;0;D;12;12;6;5;13;11;6;7;2;1;0;0;02.Mar;Mar.25;Mar.25;Þub.15;Mar.25;03.May;02.Mar;Mar.25;3;02.Þub;03.Þub;03.Þub;Þub.25;03.Mar;03.Þub;02.Þub;03.Þub;3;Þub.25;03.Þub;Mar.25;Þub.25;Mar.25;Mar.25;02.Þub;Mar.25;03.Oca;02.Mar;03.Þub;03.Oca;40;Þub.44;Þub.27;03.Nis;Mar.25;Mar.34;Mar.14;31;Þub.45;Þub.25;Oca.68;01.Haz;22;0;Oca.71;Oca.63;Þub.34;Þub.19
E0;13.09.2009;Birmingham;Aston Villa;0;1;A;0;0;D;11;12;7;5;10;20;7;1;1;2;0;0;03.Nis;Mar.25;Þub.25;3;03.Þub;02.Þub;03.Þub;03.Þub;02.Þub;3;03.Þub;02.Mar;03.Mar;03.Þub;Þub.25;03.Þub;03.Þub;02.Oca;03.Nis;03.Þub;02.Þub;Mar.25;Mar.25;Þub.25;03.Oca;03.Þub;Þub.25;03.Oca;03.Þub;02.Mar;40;Mar.69;Mar.28;03.Nis;Mar.25;02.Mar;02.Þub;30;Þub.35;Þub.18;Oca.72;Oca.63;21;0;Þub.52;Þub.32;Oca.62;Oca.56
