Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,MatchRating,GoalDiff,B365H,B365D,B365A,FTR
26/09/09,Wigan,Chelsea,average,good,7,1,13.33,21.33,6.17,11.17,A,-20,10,5,1.33,H
27/09/09,Sunderland,Wolves,average,average,4,6,9.33,13.83,6,7,D,3,1.73,3.6,5,H
28/09/09,Man City,West Ham,good,poor,3,8,11.2,12.8,7.2,7.2,H,6,1.44,4.33,7.5,H
3/10/2009,Bolton,Tottenham,good,average,6,2,12.33,15.71,5.5,10,A,-7,3.8,3.6,1.95,D
3/10/2009,Burnley,Birmingham,average,average,5,7,7.71,10.14,3.43,6.14,A,-7,2.3,3.25,3.2,H
3/10/2009,Hull,Wigan,poor,good,9,5,8.86,13.57,5.43,6.57,A,-4,2.88,3.3,2.5,H
3/10/2009,Man United,Sunderland,good,good,1,4,17.29,9.43,10.57,6.29,H,8,1.2,6.5,15,D
3/10/2009,Wolves,Portsmouth,average,poor,9,12,14,14.14,7.57,7.57,H,5,2,3.4,3.8,A
4/10/2009,Arsenal,Blackburn,good,good,6,9,16.5,14.83,8.67,7.33,H,13,1.2,6.5,15,H
4/10/2009,Chelsea,Liverpool,good,good,2,4,20.29,19.86,10.71,12.43,A,-4,2.1,3.3,3.6,H
4/10/2009,Everton,Stoke,good,poor,7,8,14.5,8.57,9.17,3.86,H,4,1.57,4,6,D
4/10/2009,West Ham,Fulham,poor,average,12,11,12.67,9,7.33,4.67,D,1,2.2,3.25,3.4,D
5/10/2009,Aston Villa,Man City,good,good,6,4,9.33,12.67,4.67,8,D,-3,2.75,3.25,2.63,D
17/10/09,Arsenal,Birmingham,good,average,4,10,17.57,10.13,10,6.13,H,12,1.17,7,19,H
17/10/09,Aston Villa,Chelsea,average,good,6,1,9.71,19.25,4.86,10.38,D,-3,4.5,3.6,1.8,H
17/10/09,Everton,Wolves,good,average,8,11,15.86,13.63,10.29,7.25,H,9,1.44,4.2,6.5,D
17/10/09,Man United,Bolton,good,good,2,10,17.25,12.29,10.38,6,H,11,1.2,5.5,13,H
17/10/09,Portsmouth,Tottenham,average,average,13,4,13.88,15.88,7.63,9.88,A,-9,4.5,3.5,1.83,A
17/10/09,Stoke,West Ham,average,poor,10,13,8.5,13.71,4.13,7.71,D,3,2.1,3.3,3.6,H
17/10/09,Sunderland,Liverpool,average,good,7,6,8.75,18.88,5.88,11.25,D,-3,4.2,3.4,1.91,H
18/10/09,Blackburn,Burnley,average,good,11,7,13.71,8.63,7.29,4.63,D,3,1.73,3.6,5,H
18/10/09,Wigan,Man City,average,average,10,5,13.5,12.14,6.38,7.86,A,-13,5,3.6,1.73,D
19/10/09,Fulham,Hull,poor,average,12,12,9.14,9.13,4.86,5.5,D,2,1.67,3.6,5.5,H
24/10/09,Birmingham,Sunderland,poor,good,12,6,9.33,9.22,5.67,6,A,-9,2.9,3.25,2.5,H
24/10/09,Burnley,Wigan,average,average,8,10,8.67,13.44,4.67,6.44,A,-7,2.5,3.3,2.88,A
24/10/09,Chelsea,Blackburn,average,good,2,11,19.44,13.5,10.67,7.13,H,9,1.2,6.5,15,H
24/10/09,Hull,Portsmouth,average,average,13,15,8.67,14.89,5.11,8.22,A,-5,2.6,3.2,2.8,D
24/10/09,Tottenham,Stoke,good,average,3,9,15.11,8.78,9.22,4.11,D,3,1.44,4.33,7.5,A
24/10/09,Wolves,Aston Villa,poor,average,12,6,13.44,9.38,7.11,4.88,A,-10,3.5,3.2,2.2,D
25/10/09,Bolton,Everton,average,good,13,10,12.63,15.5,6.13,9.63,A,-4,2.63,3.25,2.75,H
25/10/09,Liverpool,Man United,average,good,7,2,18.44,16.78,10.67,10,D,1,3,3.25,2.4,H
25/10/09,Man City,Fulham,good,average,5,11,11.25,10.13,7.38,5.63,H,5,1.44,4.2,8,D
25/10/09,West Ham,Arsenal,poor,good,14,4,13.5,17.88,8.13,10.25,A,-13,7,4.2,1.5,D
31/10/09,Arsenal,Tottenham,good,average,3,3,17.56,15.8,10.22,9.5,H,9,1.57,4,6,H
31/10/09,Bolton,Chelsea,average,good,10,1,12.56,20.1,6.33,11.1,A,-6,9,4.33,1.4,A
31/10/09,Burnley,Hull,average,average,9,13,9,8.5,5.1,4.9,D,1,1.91,3.4,4.2,H
31/10/09,Everton,Aston Villa,average,good,9,5,15.67,9.67,9.89,5.22,D,-1,2.5,3.25,2.88,D
31/10/09,Fulham,Liverpool,good,average,9,4,10.22,17.7,5.56,10.2,A,-8,4.2,3.4,1.91,H
31/10/09,Man United,Blackburn,average,average,2,11,15.8,12.56,9.5,6.56,H,12,1.17,7,19,H
31/10/09,Portsmouth,Wigan,average,average,16,9,14.2,13.4,7.6,6.6,A,-4,2.38,3.3,3,H
31/10/09,Stoke,Wolves,good,average,7,13,8.7,12.9,3.9,6.8,H,4,1.91,3.4,4.2,D
31/10/09,Sunderland,West Ham,average,average,6,15,9.7,13.67,6,8.22,H,9,2,3.3,4,D
1/11/2009,Birmingham,Man City,average,average,13,5,10.3,12.22,6.4,7.33,A,-6,4.33,3.6,1.83,D
4/11/2009,West Ham,Aston Villa,average,good,15,5,13.8,10,8.3,5.5,A,-6,2.75,3.3,2.63,H
7/11/2009,Aston Villa,Bolton,average,average,5,12,10.27,12.8,5.91,6.3,D,2,1.8,3.5,4.75,H
7/11/2009,Blackburn,Portsmouth,average,average,14,16,11.5,14.82,6,7.91,A,-13,2.1,3.4,3.6,H
7/11/2009,Man City,Burnley,average,average,5,9,12.4,9.18,7.2,5.09,H,4,1.33,4.75,11,D
7/11/2009,Tottenham,Sunderland,average,average,6,8,15,10.36,9.09,6.09,D,-2,1.57,3.75,6.5,H
7/11/2009,Wolves,Arsenal,average,good,13,3,12.73,17.6,6.82,10.4,A,-17,9,4.75,1.36,A
8/11/2009,Chelsea,Man United,good,good,1,2,20.73,16.18,11.64,9.64,H,7,2,3.25,4,H
8/11/2009,Hull,Stoke,poor,good,14,8,8.45,8.82,5,4,A,-9,2.75,3.3,2.6,H
8/11/2009,West Ham,Everton,good,average,13,11,13.82,15,8.18,9.3,A,-5,2.4,3.3,3,A
8/11/2009,Wigan,Fulham,average,good,11,10,12.91,10.2,6.27,5.6,A,-7,2.25,3.2,3.4,D
9/11/2009,Liverpool,Birmingham,average,average,6,12,16.64,10,9.55,6.18,H,5,1.36,4.5,10,D
21/11/09,Birmingham,Fulham,good,good,12,9,9.58,9.91,5.83,5.36,A,-6,2.5,3.2,2.9,H
21/11/09,Burnley,Aston Villa,average,average,8,4,8.92,11,5,6.5,A,-9,3.4,3.3,2.2,D
21/11/09,Chelsea,Wolves,good,average,1,12,20,12.33,11.42,6.75,H,16,1.17,7,19,H
21/11/09,Hull,West Ham,average,average,11,12,9.08,14,5.25,8.08,A,-6,2.88,3.25,2.5,D
21/11/09,Liverpool,Man City,average,average,5,4,17.5,12.45,9.92,7.27,D,0,1.91,3.4,4.2,D
21/11/09,Man United,Everton,average,average,2,8,16.58,14.45,9.67,9,D,1,1.4,4.5,9,H
21/11/09,Sunderland,Arsenal,poor,good,7,3,10.67,17,6.08,10,A,-12,6,3.75,1.62,H
22/11/09,Bolton,Blackburn,average,average,13,11,12.82,11.36,6.55,6,D,0,2.25,3.2,3.4,A
22/11/09,Stoke,Portsmouth,average,average,8,14,8.67,14.33,4,7.5,D,-2,2.1,3.4,3.5,H
22/11/09,Tottenham,Wigan,average,average,4,11,14.58,13.42,9,6.75,H,5,1.44,4.33,8,H
25/11/09,Fulham,Blackburn,average,good,10,9,10.08,11.67,5.33,6.42,H,9,2.1,3.3,3.6,H
25/11/09,Hull,Everton,average,average,13,11,9.31,14.17,5.46,8.67,D,1,3.5,3.3,2.15,H
28/11/09,Aston Villa,Tottenham,average,good,4,3,10.92,15.62,6.46,9.54,D,-3,2.5,3.25,2.88,D
28/11/09,Blackburn,Stoke,good,average,11,8,11.31,8.69,6.15,3.92,A,-7,1.91,3.4,4.2,D
28/11/09,Fulham,Bolton,average,poor,8,12,9.92,13,5.23,6.67,H,16,1.91,3.5,4.2,D
28/11/09,Man City,Hull,average,good,6,10,12.17,9.21,7.17,5.57,D,2,1.29,5.5,11,D
28/11/09,Portsmouth,Man United,average,good,16,2,14.31,16.69,7.46,9.77,D,-2,10,4.5,1.36,A
28/11/09,West Ham,Burnley,average,good,14,9,14.15,9.08,8.23,5.08,D,-1,1.8,3.6,4.5,H
28/11/09,Wigan,Sunderland,poor,average,12,7,13.23,10.23,6.62,5.69,A,-10,2.4,3.4,2.9,H
29/11/09,Arsenal,Chelsea,good,good,4,1,16.33,20.23,9.42,11.62,A,-4,2.7,3.2,2.7,A
29/11/09,Everton,Liverpool,average,average,11,7,13.46,16.92,8.23,9.62,D,-1,3.5,3.4,2.1,A
29/11/09,Wolves,Birmingham,poor,good,14,11,11.69,9.08,6.46,5.54,A,-7,2.4,3.2,3.1,A
5/12/2009,Arsenal,Stoke,average,average,4,7,15.46,8.57,8.92,3.93,D,2,1.29,5,13,H
5/12/2009,Aston Villa,Hull,good,good,5,11,11,9.13,6.29,5.4,D,3,1.44,4.33,7.5,H
5/12/2009,Blackburn,Liverpool,average,good,10,5,11.29,16.36,6,9.43,A,-7,5.25,3.8,1.67,D
5/12/2009,Man City,Chelsea,average,good,6,1,12.54,19.29,7.15,11.14,A,-16,4.2,3.4,1.91,H
5/12/2009,Portsmouth,Burnley,poor,average,16,10,14.71,9.57,7.79,5.43,D,0,1.91,3.4,4.2,H
5/12/2009,West Ham,Man United,average,good,13,2,13.79,16.36,8,9.64,A,-4,8,4.2,1.44,A
5/12/2009,Wigan,Birmingham,average,good,10,9,13.43,9.36,6.86,5.64,A,-10,2.1,3.3,3.6,A
5/12/2009,Wolves,Bolton,poor,poor,16,15,11.43,12.31,6.14,6.31,D,2,2.38,3.25,3.1,H
6/12/2009,Everton,Tottenham,poor,good,13,4,13.36,16.14,8.21,10.07,A,-13,2.88,3.25,2.5,D
6/12/2009,Fulham,Sunderland,average,average,10,9,10.07,10.14,5.36,5.57,H,6,2.1,3.3,3.6,H
12/12/2009,Birmingham,West Ham,good,average,9,14,9.4,13.6,5.87,7.93,H,6,2.1,3.3,3.6,H
12/12/2009,Bolton,Man City,poor,good,15,6,12.64,12.57,6.57,7.21,A,-11,4.5,3.6,1.8,D
12/12/2009,Burnley,Fulham,poor,good,10,7,9.87,10.47,5.6,5.33,A,-9,2.63,3.25,2.75,D
12/12/2009,Chelsea,Everton,good,poor,1,11,18.67,13.47,10.8,8.07,H,21,1.25,5.5,15,D
12/12/2009,Hull,Blackburn,average,average,11,9,8.88,11.13,5.13,5.8,D,-2,2.8,3.25,2.6,D
12/12/2009,Man United,Aston Villa,good,good,2,5,16.47,11.13,9.73,6.27,D,3,1.5,4.2,7,A
12/12/2009,Stoke,Wigan,average,average,9,12,8.33,13.73,3.93,6.87,H,9,2.1,3.3,3.6,D
12/12/2009,Sunderland,Portsmouth,average,average,10,16,10,14.33,5.53,7.53,A,-4,1.8,3.5,4.75,D
12/12/2009,Tottenham,Wolves,good,average,5,14,16.33,11.47,10.13,6.47,H,13,1.25,5.75,13,A
13/12/09,Liverpool,Arsenal,good,average,7,4,16.27,15.21,9.53,8.86,D,-2,2.2,3.3,3.4,A
15/12/09,Birmingham,Blackburn,good,average,7,10,9.81,11.31,6.06,6,D,3,2.2,3.25,3.4,H
15/12/09,Bolton,West Ham,average,average,15,14,12.6,13.63,6.67,7.88,A,-8,2.25,3.3,3.25,H
15/12/09,Man United,Wolves,good,good,2,13,16.44,10.94,9.69,6.25,H,16,1.17,7,19,H
15/12/09,Sunderland,Aston Villa,poor,good,8,3,10.38,10.94,5.75,6.19,A,-10,2.88,3.3,2.5,A
16/12/09,Burnley,Arsenal,poor,good,10,3,9.88,14.67,5.75,8.6,A,-7,7,4.2,1.5,D
16/12/09,Chelsea,Portsmouth,average,average,1,13,19.06,14,10.94,7.44,H,11,1.14,8,19,H
16/12/09,Liverpool,Wigan,average,average,6,10,15.63,13.56,9.13,6.94,H,11,1.33,4.75,11,H
16/12/09,Tottenham,Man City,average,good,4,5,16.44,12.67,10.13,7.13,H,5,2.25,3.3,3.25,H
19/12/09,Arsenal,Hull,good,average,3,11,14.81,8.88,8.63,5.24,D,3,1.22,6,15,H
19/12/09,Aston Villa,Stoke,good,average,4,9,10.94,8.69,6.06,4,H,12,1.4,4.33,9,H
19/12/09,Blackburn,Tottenham,average,average,9,4,11.12,16.59,5.88,9.94,A,-14,3.3,3.4,2.2,A
19/12/09,Fulham,Man United,good,good,7,2,10.56,16.18,5.38,9.65,A,-8,6.5,4,1.57,H
19/12/09,Man City,Sunderland,average,poor,6,7,12.44,10.65,7,5.71,D,3,1.53,4,7,H
19/12/09,Portsmouth,Liverpool,average,average,14,6,13.59,15.41,7.18,9,A,-7,5.5,4,1.62,H
20/12/09,Everton,Birmingham,average,good,11,6,13.25,10,8,6.06,A,-10,1.83,3.5,4.5,D
20/12/09,West Ham,Chelsea,poor,average,14,1,13.35,19.18,7.76,10.76,A,-14,8.5,4.5,1.4,D
20/12/09,Wolves,Burnley,good,average,13,10,10.53,9.76,5.94,5.59,A,-5,2.1,3.3,3.6,H
26/12/09,Birmingham,Chelsea,good,good,6,1,9.56,19.22,5.78,10.5,D,-2,6.5,3.8,1.57,D
26/12/09,Burnley,Bolton,average,average,9,12,9.78,13.25,5.61,7,D,-1,2.38,3.3,3,D
26/12/09,Fulham,Tottenham,good,good,7,4,10.53,16.06,5.47,9.5,A,-6,2.8,3.4,2.5,D
26/12/09,Liverpool,Wolves,average,good,6,9,14.94,10.61,8.67,6.28,H,4,1.29,5.5,11,H
26/12/09,Man City,Stoke,average,poor,6,8,12.35,8.94,6.88,4.06,D,2,1.44,4.33,7.5,H
26/12/09,Sunderland,Everton,poor,average,9,12,10.44,13.59,5.67,7.94,D,2,2.38,3.3,3,D
26/12/09,West Ham,Portsmouth,poor,average,15,16,12.94,13.61,7.61,7.11,A,-4,2.1,3.3,3.6,H
26/12/09,Wigan,Blackburn,poor,poor,13,12,13.24,11.22,6.82,6.06,D,-3,2.3,3.25,3.2,D
27/12/09,Arsenal,Aston Villa,good,good,3,3,15,11.28,8.65,6.17,A,-5,1.73,3.5,5,H
27/12/09,Hull,Man United,poor,average,15,3,8.72,16.17,5.06,9.33,A,-14,8,4.2,1.4,A
28/12/09,Blackburn,Sunderland,poor,poor,12,10,11.05,10.42,5.89,5.68,D,2,2.1,3.3,3.6,D
28/12/09,Chelsea,Fulham,good,good,1,9,19.63,10.78,10.58,5.5,A,-4,1.36,4.5,10,H
28/12/09,Everton,Burnley,average,average,13,12,13.5,10.05,7.72,5.68,D,3,1.57,3.8,6.5,H
28/12/09,Stoke,Birmingham,poor,good,12,8,8.83,9.63,4,5.68,A,-8,2.4,3.25,3,A
28/12/09,Tottenham,West Ham,good,average,5,14,15.53,12.95,9.05,7.47,H,7,1.44,4.2,8,H
28/12/09,Wolves,Man City,average,good,13,6,10.37,12.33,6.05,6.83,D,-3,4.5,3.6,1.8,A
29/12/09,Aston Villa,Liverpool,good,good,5,7,11.05,14.89,6,8.74,D,2,2.8,3.25,2.6,A
29/12/09,Bolton,Hull,good,poor,15,15,13.12,8.89,6.88,5.11,H,6,1.8,3.6,4.75,D
30/12/09,Man United,Wigan,good,average,2,13,16.32,13.28,9.42,6.89,H,17,1.2,6.5,15,H
30/12/09,Portsmouth,Arsenal,average,good,15,3,13.47,15.22,7.11,8.83,A,-8,6.5,4,1.53,A
5/1/2010,Stoke,Fulham,poor,average,11,8,9,10.37,4.11,5.37,A,-9,2.63,3.25,2.75,H
9/1/2010,Arsenal,Everton,good,good,3,11,15.16,14.05,8.89,8.16,H,12,1.4,4.5,8.5,D
9/1/2010,Birmingham,Man United,good,good,7,2,9.6,16.65,5.65,9.75,A,-6,6.5,3.6,1.62,D
11/1/2010,Man City,Blackburn,good,average,5,10,12.32,11.55,6.74,6.15,H,7,1.44,4.33,8,H
16/01/10,Chelsea,Sunderland,good,average,1,10,19.55,10.55,10.6,5.8,H,5,1.22,6,15,H
16/01/10,Everton,Man City,good,good,10,4,13.8,12.3,8,6.7,A,-4,2.88,3.25,2.5,H
16/01/10,Man United,Burnley,good,poor,2,13,16.52,10.15,9.76,5.85,H,12,1.17,7,17,H
16/01/10,Stoke,Liverpool,average,good,10,7,9.1,14.75,4.35,8.75,A,-6,3.5,3.2,2.2,D
16/01/10,Tottenham,Hull,good,poor,5,16,15.8,9.05,9.05,5.2,H,14,1.25,6,11,D
16/01/10,Wolves,Wigan,average,poor,14,14,10.4,13.16,6.05,6.84,D,2,2.3,3.25,3.2,A
17/01/10,Aston Villa,West Ham,average,average,5,16,11.05,12.45,6.05,7.2,H,10,1.53,3.8,7,D
17/01/10,Blackburn,Fulham,average,poor,13,8,11.38,10.55,6,5.45,A,-8,2.4,3.25,3,H
17/01/10,Bolton,Arsenal,good,good,16,3,13.28,14.7,6.83,8.7,A,-9,6.5,4,1.53,A
20/01/10,Arsenal,Bolton,good,average,3,16,14.67,13.21,8.71,6.79,H,12,1.22,5.5,17,H
20/01/10,Liverpool,Tottenham,good,good,5,3,14.24,16.24,8.48,9.48,A,-5,2.4,3.25,3,H
23/01/10,Man United,Hull,good,average,2,14,16.86,9,9.82,5.05,H,18,1.14,6.5,15,H
26/01/10,Bolton,Burnley,poor,poor,15,13,12.9,10.19,6.65,5.81,H,5,1.8,3.6,4.5,H
26/01/10,Portsmouth,West Ham,average,average,16,15,13.3,12.24,7.05,7,D,1,2.5,3.25,2.88,D
26/01/10,Tottenham,Fulham,average,poor,3,7,15.82,10.71,9.27,5.62,H,6,1.57,3.75,6.5,H
26/01/10,Wolves,Liverpool,poor,good,16,5,10.33,14.18,5.95,8.32,A,-11,5.5,3.6,1.67,D
27/01/10,Aston Villa,Arsenal,poor,good,5,2,11.33,14.91,6.24,8.95,A,-13,3.2,3.25,2.3,D
27/01/10,Blackburn,Wigan,average,average,11,13,11.36,13.5,6.05,7.2,D,1,1.95,3.4,4,H
27/01/10,Chelsea,Birmingham,good,good,3,7,19.71,9.43,10.71,5.62,H,4,1.22,6,15,H
27/01/10,Everton,Sunderland,good,average,9,11,13.76,10.38,7.9,5.67,H,12,1.67,3.6,5.5,H
30/01/10,Birmingham,Tottenham,average,average,7,4,9.23,15.7,5.5,9.17,A,-5,3.1,3.25,2.38,D
30/01/10,Burnley,Chelsea,poor,good,14,1,10.18,19.95,5.77,11,A,-18,13,5,1.29,A
30/01/10,Fulham,Aston Villa,poor,average,9,6,10.64,11.18,5.64,6.05,D,-2,2.7,3.2,2.7,A
30/01/10,Hull,Wolves,average,poor,15,14,8.95,10.14,5,5.86,D,-1,2.25,3.25,3.25,D
30/01/10,Liverpool,Bolton,good,average,6,13,13.83,12.95,8.09,6.62,H,4,1.44,4.33,7.5,H
30/01/10,West Ham,Blackburn,average,good,15,10,12.23,11.43,6.86,6.09,D,0,2.1,3.3,3.6,D
30/01/10,Wigan,Everton,average,good,14,9,13.48,13.64,7.24,7.86,A,-11,3,3.3,2.38,A
31/01/10,Arsenal,Man United,good,good,3,2,14.78,17.22,8.91,10.04,D,-1,2.6,3.25,2.8,A
31/01/10,Man City,Portsmouth,good,poor,7,17,12.1,13.33,6.57,7.1,H,8,1.29,5,13,H
1/2/2010,Sunderland,Stoke,poor,average,12,11,10.14,8.95,5.55,4.38,A,-7,2,3.4,3.8,D
2/2/2010,Hull,Chelsea,average,good,15,1,8.91,19.78,4.96,10.91,A,-19,13,5,1.29,D
3/2/2010,Fulham,Portsmouth,poor,poor,10,16,10.83,13.18,5.74,6.95,D,-2,1.67,3.5,6,H
6/2/2010,Bolton,Fulham,average,average,14,9,12.55,10.96,6.36,5.88,D,2,2.25,3.3,3.25,D
6/2/2010,Burnley,West Ham,poor,average,15,14,9.96,12,5.65,6.83,A,-9,2.6,3.25,2.8,H
6/2/2010,Hull,Man City,average,good,15,5,8.83,12.14,4.88,6.55,A,-15,5.5,3.4,1.73,H
6/2/2010,Liverpool,Everton,good,good,5,8,13.79,13.48,8,7.83,D,0,1.83,3.5,4.33,H
6/2/2010,Man United,Portsmouth,good,poor,2,17,16.96,13.13,9.83,7,H,22,1.13,8.5,23,H
6/2/2010,Stoke,Blackburn,good,good,12,11,8.73,11.29,4.32,6,D,-3,2.3,3.1,3.4,H
6/2/2010,Sunderland,Wigan,poor,average,13,15,9.96,13.32,5.52,7.09,D,-2,2,3.4,3.8,D
6/2/2010,Tottenham,Aston Villa,average,good,5,7,15.92,11.09,9.29,6.04,D,3,2.1,3.3,3.6,D
7/2/2010,Birmingham,Wolves,average,average,7,16,9.35,10.26,5.52,5.78,D,3,1.8,3.4,5,H
